recording,evar_FA_mean,evar_FA_median,evar_n_hits_mean,evar_n_hits_median,evar_max_hits_mean,evar_max_hits_median,evar_HR_mean,evar_HR_median,evar_trial_idx_mean,evar_trial_idx_median,cond_,set_Easy,set_Hard,set_Medium,epoch_set,t1_0_0.45,t2_0.5_0.95,t3_1_1.45,t4_1.5_1.95,t5_2_2.45,t6_2.5_2.95,t7_3_3.45,t8_3.5_3.95,t9_4_4.45,t10_4.5_4.95,t11_5_5.45,t12_5.5_5.95,t13_6_6.45,t14_6.5_6.95,t15_7_7.45,t16_7.5_7.95,t17_8_8.45,t18_8.5_8.95,t19_9_9.45,t20_9.5_9.95,t21_10_10.45,t22_10.5_10.95,t23_11_11.45,t24_11.5_11.95,t25_12_12.45,t26_12.5_12.95,t27_13_13.45,t28_13.5_13.95,t29_14_14.45,t30_14.5_14.95,t31_15_15.45,t32_15.5_15.95,t33_16_16.45,t34_16.5_16.95,t35_17_17.45,t36_17.5_17.95,t37_18_18.45,t38_18.5_18.95,t39_19_19.45,t40_19.5_19.95,t41_20_20.45,t42_20.5_20.95,t43_21_21.45,t44_21.5_21.95,t45_22_22.45,t46_22.5_22.95,t47_23_23.45,t48_23.5_23.95,t49_24_24.45,t50_24.5_24.95,t51_25_25.45,t52_25.5_25.95,t53_26_26.45,t54_26.5_26.95,t55_27_27.45,t56_27.5_27.95,t57_28_28.45,t58_28.5_28.95
"cS23_b1_b2_b3_b4_b5_b6",0.058824,0,2.4118,2,2.4118,2,1,1,31.8824,30,1,0,0,1,"Medium",-206.5199,-132.8569,-60.3146,-29.95441,-33.77526,-44.46786,1.070316,1.44164,-10.9261,-2.585147,35.30164,97.26172,78.69173,32.43612,14.29593,-38.64109,-46.42877,-111.1003,-175.0808,-129.2443,-98.98555,-80.20663,-127.4049,-179.7915,-240.4637,-220.4923,-212.9163,-267.3472,-312.6575,-309.5106,-341.0238,-316.3922,-296.5257,-295.0096,-270.71957,-219.06091,-208.48276,-245.43889,-351.08582,-405.66083,-347.30243,-367.40445,-372.06946,-354.72153,-356.99155,-401.42328,-472.3737,-533.8751,-478.5201,-455.7638,-489.4387,-488.43,-508.7997,-538.361,-538.376,-539.0626,-583.3185,-593.1379
"cS23_b1_b2_b3_b4_b5_b6",0,0,2.5556,3,2.5556,3,1,1,32.3333,26,1,0,1,0,"Hard",-180.9989,-63.45796,-55.35493,-56.1737,-17.08845,12.57285,-1.163727,3.48943,-56.56968,-90.69012,-5.021283,111.075,113.6796,98.20821,93.29995,116.4793,78.20826,-11.62576,-64.24773,-99.08802,-147.2012,-143.0258,-158.6924,-149.1114,-41.95078,8.482496,78.50542,84.35944,16.19879,12.20844,-31.88595,-94.07611,-96.20305,-109.2408,-140.47382,-209.2093,-289.23483,-378.28806,-387.84265,-346.59698,-330.16022,-267.12653,-223.11792,-190.40581,-191.91965,-178.3864,-180.8057,-200.9013,-252.9909,-251.0417,-283.7391,-426.4264,-439.6317,-528.8857,-544.9582,-404.9719,-313.8797,-269.6743
"cS24_b1_b2_b3_b4_b5_b6",0,0,2.3182,2,2.3182,2,1,1,36.0455,36,1,1,0,0,"Easy",-149.1444,-159.029,-81.69362,-40.40392,-7.417249,131.869,62.80547,0.107812,11.34159,46.74384,65.3757,29.40925,60.58193,3.160449,-28.04969,-21.51054,2.192715,-96.28439,-238.3084,-127.7238,-117.9908,-153.2518,-240.4032,-216.0332,-250.2261,-216.684,-292.0096,-271.0669,-145.6029,-153.5156,-210.7275,-348.8164,-285.522,-242.935,-330.67975,-186.82007,-234.71489,-237.68054,-218.34946,-200.25873,-196.2961,-23.248569,-4.8145323,-98.358612,-56.340721,-107.97754,-79.68554,-63.49586,60.16694,175.0581,152.5479,163.1487,50.01049,22.72528,-35.76825,41.72443,2.324664,90.11829
"cS24_b1_b2_b3_b4_b5_b6",0.10526,0,2.6316,3,2.6316,3,1,1,36.1579,36,1,0,0,1,"Medium",-130.3976,-163.6087,-109.706,-52.94463,-124.7637,-64.57692,-20.83587,-4.8885,68.19704,100.9805,135.515,101.0718,8.522649,65.372,54.18201,-37.15425,-22.10881,13.63918,21.47276,-131.7589,-144.215,-116.3094,-220.8092,-189.7925,-186.1316,-239.6462,-191.6013,-222.5216,-187.7057,-195.6928,-167.793,-159.9105,-186.4408,-172.8892,-271.6019,-290.57684,-326.35092,-274.61957,-270.94815,-298.95731,-151.37857,-115.99351,-57.932007,-57.938862,-171.51151,-159.10568,-81.49591,-123.6671,-105.9395,-38.6237,6.112182,-73.18724,-127.697,-169.9613,-93.76741,-133.5498,-152.4154,-234.8094
"cS24_b1_b2_b3_b4_b5_b6",0.28571,0,2.5714,3,2.5714,3,1,1,43.1429,43,1,0,1,0,"Hard",-372.7646,-300.244,-263.6154,-371.5432,-165.8528,3.858913,26.94413,6.01627,-44.39238,61.7412,22.73509,95.46413,75.82029,85.75481,56.23009,-47.2779,-90.8447,35.46787,-29.1379,-151.9566,-453.0916,-623.0908,-326.6016,-113.5665,-265.145,-255.3875,-122.657,23.90485,-71.87816,-214.5324,-116.822,-4.441213,101.0615,110.3098,-19.097401,-142.15909,68.579208,156.87544,246.76868,232.11172,88.343094,51.552692,75.534752,-164.04222,19.860083,151.72446,278.239,104.8678,37.88154,159.9664,98.25035,223.698,119.6278,87.65675,102.8155,79.43606,58.30778,-31.34744
"cS25_b1_b2_b3_b4_b5_b6",0.045455,0,2.3636,2,2.3636,2,1,1,39.2273,41,1,1,0,0,"Easy",-186.3222,-118.5984,-93.18474,-85.76264,-80.26375,-49.48253,-3.392957,-2.29474,50.49216,117.1435,51.67287,-26.5784,-78.93653,-111.5642,-119.6387,-111.1466,-133.2793,-170.5884,-207.9152,-237.6698,-266.4893,-282.14,-256.5687,-234.1721,-253.3184,-279.0053,-270.807,-268.7928,-286.2224,-296.8083,-296.7883,-317.2217,-322.7661,-296.6538,-236.20036,-225.84656,-258.90231,-271.8064,-290.0152,-298.97906,-303.93866,-321.97845,-298.216,-308.02927,-328.92105,-359.42291,-381.5711,-388.0477,-354.2702,-356.4568,-325.8083,-314.2669,-324.7135,-313.3217,-312.7202,-331.4208,-343.433,-344.2726
"cS25_b1_b2_b3_b4_b5_b6",0.2,0,2.45,2,2.45,2,1,1,40.25,38.5,1,0,0,1,"Medium",-174.241,-101.7769,-79.63516,-61.70388,-63.63668,-50.08326,-20.74125,-1.12039,39.2961,164.1741,218.7861,237.5109,221.0743,244.5342,274.6507,308.014,267.439,218.6228,169.7517,166.7903,176.1933,188.1008,137.0912,99.86092,54.602,68.58585,54.00416,60.26163,74.78228,61.58273,70.89154,97.07866,58.76075,23.91296,8.2149925,29.310253,-11.990254,-5.3325973,-34.469345,-31.656042,-61.691113,-95.386551,-96.569199,-82.508255,-92.11821,-107.43583,-82.19472,-88.34612,-120.8007,-136.582,-158.0946,-184.5204,-196.1744,-206.4456,-199.4317,-195.3571,-229.5946,-244.8276
"cS25_b1_b2_b3_b4_b5_b6",0.4,0,2.4,2,2.4,2,1,1,43.8,47,1,0,1,0,"Hard",-44.78834,-1.116014,-3.014896,-33.42242,-32.54511,-9.070287,7.76412,-1.25045,45.90757,219.4644,313.4878,310.2632,292.1418,308.9713,334.8566,331.4335,302.3736,277.5892,282.3526,276.1334,247.2673,272.9862,216.1488,167.5565,152.0195,169.1747,183.9851,198.5096,197.9996,181.4718,182.9324,143.8566,133.1216,138.7327,119.60067,76.857574,11.77684,33.193409,65.745422,32.406563,26.22262,36.823715,-8.3802547,-12.916769,-35.323521,-8.9987659,-74.23189,-64.07106,-47.85558,-75.91164,-91.96379,-99.08615,-108.3739,-120.1214,-135.5049,-90.61037,-132.8509,-110.2699
"cS26_b1_b2_b3_b4_b5_b6",0,0,2.7619,3,2.7619,3,1,1,32.5714,35,1,1,0,0,"Easy",-351.6289,-325.7084,-269.0168,-192.9291,-133.8867,-6.742267,38.03895,1.58959,-0.4384643,18.18158,72.28063,131.1387,14.64452,8.165709,115.071,162.0025,138.8421,69.17506,27.72551,-34.58876,-78.77967,-121.3218,-65.86214,-91.9453,-114.0215,-168.6762,-205.7126,-228.0049,-228.0498,-307.6877,-363.4803,-412.0494,-418.4465,-373.805,-365.53238,-332.08038,-312.38419,-410.86432,-364.27115,-490.24188,-504.41302,-512.84351,-496.3605,-493.84946,-660.11224,-730.22333,-741.4407,-802.0071,-791.5337,-807.1387,-779.5957,-688.0234,-657.3925,-606.3884,-590.3031,-665.7423,-600.7705,-639.9777
"cS26_b1_b2_b3_b4_b5_b6",0.22222,0,2.2222,2,2.2222,2,1,1,29.6667,26,1,0,0,1,"Medium",-53.95716,-67.28852,-59.46407,-107.0937,-134.6429,-106.6533,-25.48206,-1.33727,52.57715,126.8383,230.8155,353.4896,386.8994,327.8367,237.9573,167.0507,220.4133,335.4145,242.5265,76.65607,-83.13304,-166.7623,-86.30177,-44.04928,-61.03988,-37.61143,5.530578,-132.33,-302.6695,-431.6412,-392.1574,-336.478,-289.8459,-307.5194,-329.84067,-229.96799,-189.82857,-323.91785,-564.68756,-674.46814,-629.39001,-587.90253,-685.28827,-898.72198,-847.85449,-516.23419,-342.8898,-428.5857,-652.2545,-870.958,-835.3986,-785.1598,-767.5511,-545.7892,-501.6027,-455.7894,-593.076,-707.3431
"cS26_b1_b2_b3_b4_b5_b6",0,0,2.4286,2,2.4286,2,1,1,25.2857,18,1,0,1,0,"Hard",-280.1149,-124.9205,-52.64984,-37.1703,36.94097,78.2774,82.54144,4.41743,2.177874,88.43829,227.9593,306.9413,311.3556,322.5966,355.0955,308.4134,283.3164,348.8341,273.8486,344.8438,376.8888,285.2468,295.8917,268.681,30.21871,-76.5112,-48.71304,-63.77916,-152.7292,-195.8222,-288.1841,-321.2304,-233.4717,-165.3244,-339.67038,-456.23941,-443.15518,-390.38596,-344.20099,-211.41853,-51.358421,-171.83691,-85.251251,-186.60861,-505.68848,-726.67615,-707.1385,-716.4134,-774.5063,-731.6244,-801.5628,-872.1694,-922.2324,-753.4814,-680.8342,-617.2646,-707.5828,-698.7521
"cS28_b1_b2_b3_b4_b5_b6",0,0,2.5417,3,2.5417,3,1,1,35.5833,36,1,1,0,0,"Easy",-192.4314,-94.64294,67.64858,66.8743,129.1246,143.2167,101.8122,-1.53409,91.15334,233.3568,284.3596,107.4817,-35.09019,-30.06628,-41.73027,-62.98015,-82.78839,-144.9852,-149.4465,-180.1532,-233.9384,-291.478,-307.806,-314.0383,-240.6119,-224.0495,-273.5134,-309.8824,-381.2454,-395.1375,-321.7936,-278.9798,-306.4533,-319.3007,-356.3028,-365.13651,-319.70908,-317.53668,-425.89926,-466.50299,-470.22266,-470.40167,-502.05234,-539.88641,-473.65854,-411.48087,-415.2735,-453.8323,-501.9203,-516.2587,-503.1774,-489.8046,-439.5314,-456.6536,-427.2142,-414.5199,-385.2984,-411.5123
"cS28_b1_b2_b3_b4_b5_b6",0.13636,0,2.5455,3,2.5455,3,1,1,36.5455,36,1,0,0,1,"Medium",-54.07904,-47.64079,60.68682,156.1814,129.3519,85.89378,61.10896,-0.473249,64.9604,259.2864,422.8381,473.0125,384.773,308.3137,302.461,303.1749,308.7089,372.212,364.3883,262.03,146.5219,192.3817,196.6021,83.77132,27.77382,-10.56151,-42.21214,-70.10358,-92.50718,-67.88645,-90.30282,-74.7021,-69.38717,-110.3863,-206.14987,-204.82935,-159.55069,-127.80388,-187.28749,-236.0782,-220.37402,-176.23611,-124.95204,-203.22623,-265.96509,-313.52264,-321.2088,-315.7935,-288.6483,-277.8488,-292.9455,-310.2883,-281.64,-300.5782,-308.3189,-262.1647,-287.6916,-374.9422
"cS28_b1_b2_b3_b4_b5_b6",0.33333,0,2.0833,2,2.0833,2,1,1,30.1667,30.5,1,0,1,0,"Hard",-105.8939,0.802524,21.56713,108.6521,24.20716,-79.49379,6.724565,-0.463912,21.18122,191.5906,409.8817,461.2134,325.6357,153.3252,129.6985,192.2991,360.3671,427.9923,493.1387,525.7145,457.7389,386.0856,263.8628,342.2167,300.6934,164.3004,18.25336,-0.6718426,47.96696,98.65359,188.146,235.8555,184.5242,72.54987,107.94137,192.07581,156.33719,206.59152,234.09775,194.21988,195.60127,207.70584,172.72324,208.96872,221.14877,90.264534,-26.17265,-181.9592,-258.3916,-350.8486,-430.01,-403.7472,-403.5791,-478.9781,-520.6168,-484.7773,-513.3191,-470.1401
"cS29_b1_b2_b3_b4_b5_b6",0,0,2.625,3,2.625,3,1,1,37.0833,36,1,1,0,0,"Easy",98.07182,134.3757,193.0843,189.604,154.9866,96.75647,51.80543,0.801628,0.1446938,52.58852,114.7907,118.2219,71.65575,95.89568,107.3283,104.2257,118.7679,144.0173,120.8243,91.72599,67.98442,75.03738,77.21582,67.86952,79.25751,82.9765,52.67494,20.62429,-7.738806,-21.77437,-38.81275,-14.1972,24.4887,65.02624,87.298676,61.07497,5.9356108,-22.423687,-19.966732,-9.5119715,11.225247,8.8324471,6.4171958,33.776272,50.329948,32.747364,9.354752,-4.940927,-39.13968,-60.54282,-83.69054,-91.28334,-84.46908,-119.2091,-120.115,-92.49135,-107.9409,-119.1443
"cS29_b1_b2_b3_b4_b5_b6",0,0,2.5,2.5,2.5,2.5,1,1,36.9583,37,1,0,0,1,"Medium",-15.2457,30.45203,69.39723,80.9109,63.23326,73.22797,27.68087,-0.917684,22.24969,86.2484,192.9043,263.7274,225.299,170.8121,198.5472,243.5893,262.934,240.1,218.2926,217.4904,212.1072,213.8136,212.4032,185.2292,178.7228,148.2618,125.233,136.9523,156.3876,131.122,100.8469,70.53467,13.49384,-17.96759,-23.033321,-27.977131,-17.816402,-42.051945,-44.045181,-9.6655731,34.729115,49.384022,32.819889,-16.407278,-31.812963,-51.758217,-6.827755,28.64442,6.907748,-16.76499,-44.2773,-82.59914,-127.5195,-138.5247,-99.12418,-92.33747,-106.5264,-129.2675
"cS29_b1_b2_b3_b4_b5_b6",0.375,0,2.3125,2,2.3125,2,1,1,37.625,39,1,0,1,0,"Hard",-97.75758,-39.94608,16.78041,51.51068,48.62284,61.22547,59.52357,4.0184,-54.40745,18.46685,152.0781,246.1856,241.6634,183.9287,165.9149,197.5826,246.2889,241.5439,251.707,273.1469,276.4771,248.9727,248.1045,241.0056,238.2957,199.3564,188.7159,192.4333,222.5007,236.1545,243.6773,260.716,225.4073,198.5488,166.00134,148.73489,149.17241,145.24217,125.49113,112.48743,84.733604,55.195923,93.939011,107.53267,115.14125,109.18449,59.67777,31.24208,43.18021,36.65344,66.62158,46.16652,40.75499,58.24311,67.24785,103.1392,83.6046,39.39798
"cS30_b1_b2_b3_b4_b5_b6",0,0,2.5417,3,2.5417,3,1,1,36.75,38.5,1,1,0,0,"Easy",-21.1751,40.73516,43.1698,24.76791,29.99593,33.24244,20.09317,1.35227,-25.98569,-28.57993,-24.76986,63.49981,123.3234,146.811,107.8888,143.6264,243.2293,235.5549,208.6026,109.8142,6.197345,-5.732566,-38.67814,-52.66317,-62.23312,-88.63732,-98.22706,-131.9364,-171.7826,-71.87952,-44.83498,-47.64568,-86.26131,-138.5705,-141.48555,-101.23243,-57.373169,-26.33993,-22.498549,-10.137234,-43.429832,-83.847824,-65.669838,-29.589905,44.99131,23.430149,11.85957,37.62891,37.88131,-39.2071,1.087113,25.57265,-29.62361,-50.99734,-67.59822,-84.39145,-106.0934,-82.82156
"cS30_b1_b2_b3_b4_b5_b6",0.041667,0,2.4167,2,2.4167,2,1,1,36.7083,37.5,1,0,0,1,"Medium",-110.4612,-50.32858,-82.19763,-28.16865,56.31048,51.86055,37.7,-0.124813,-50.31571,-27.76768,110.5101,212.3707,225.5564,224.22,275.7709,313.7698,272.2633,265.3015,172.7976,200.6821,214.6578,222.8105,237.0225,242.8007,179.0861,118.5543,81.9994,137.0769,125.9278,80.1132,75.78422,121.5202,54.1601,3.699382,45.195839,98.879639,165.05728,115.96753,105.20032,140.17795,115.0874,69.909256,68.66201,63.120735,30.419535,-40.224251,-65.65254,-91.5807,-59.13983,18.14001,25.06725,19.65774,27.75074,69.9883,110.065,65.16862,4.844271,-45.63994
"cS30_b1_b2_b3_b4_b5_b6",0.125,0,2.3333,2,2.3333,2,1,1,36.0417,35.5,1,0,1,0,"Hard",-42.25422,-73.02098,-56.25104,69.7075,165.8544,149.956,109.534,2.4641,-14.25059,107.7999,192.4566,268.4322,289.8859,315.0048,365.0518,321.0368,236.133,219.0261,195.768,233.4246,158.1311,156.5192,126.3173,169.9493,206.5271,248.2734,230.8904,167.8089,140.616,155.4225,127.7452,113.9659,93.9301,25.23088,65.519646,88.416885,52.33448,21.969065,-8.122427,46.330429,-33.717144,-23.196795,-6.4060259,-17.875298,-45.102848,-37.027191,-86.40865,-111.9947,-102.3513,-52.41685,-61.62623,-33.47301,10.05264,29.67207,135.6713,199.0841,184.8169,173.2659
"cS31_b1_b2_b3_b4_b5_b6",0,0,2.619,3,2.619,3,1,1,35.2381,35,1,1,0,0,"Easy",-81.4692,20.39114,80.33224,-23.27134,-54.31803,-8.4099,-6.507079,-9.66459,163.7458,269.3298,252.9973,107.8036,-39.11446,-72.51438,-104.7743,-112.6292,-135.073,-252.1101,-342.5231,-361.0945,-355.0988,-387.1775,-503.6752,-540.4084,-507.9838,-523.2955,-514.1314,-541.4458,-562.2211,-598.8553,-653.95,-530.6236,-420.332,-474.0655,-490.78336,-525.27869,-560.58545,-547.31366,-434.95404,-339.85541,-386.73334,-365.80713,-307.32672,-400.77969,-367.43976,-329.20184,-337.3972,-353.2828,-400.7781,-383.1825,-276.3141,-220.1703,-201.0349,-108.2375,-44.27476,-143.01,-166.6882,-160.6792
"cS31_b1_b2_b3_b4_b5_b6",0.2,0,2.65,3,2.65,3,1,1,37.55,37.5,1,0,0,1,"Medium",200.0389,165.8914,181.6088,201.1913,117.052,96.30344,75.19225,-4.09941,101.7575,261.4612,365.8068,431.7886,427.5096,458.4291,513.3963,547.4828,559.4263,493.1103,493.6195,486.3416,358.3884,349.3219,271.5445,210.6711,185.0141,187.4961,158.8977,138.5856,114.6928,73.04198,98.58774,133.7231,155.7599,169.1271,168.84869,135.46426,157.72731,214.0675,239.24106,267.53787,205.93892,191.78668,201.05281,194.59364,209.77946,193.53334,146.677,165.8491,254.5213,240.1056,130.7289,33.81877,-56.53444,-66.98645,93.2513,158.1046,123.6756,68.104
"cS31_b1_b2_b3_b4_b5_b6",0.27273,0,2.1818,2,2.1818,2,1,1,45.0909,47,1,0,1,0,"Hard",418.1875,429.2492,430.5755,324.6902,124.0736,124.5297,98.50764,-0.574612,56.74128,105.7294,164.9992,243.6989,260.248,242.7142,222.7401,301.2244,262.0778,222.2683,208.7637,333.229,399.3168,412.2873,303.3186,266.9154,314.3573,311.839,237.2229,272.5655,271.449,217.2619,274.3669,270.9432,180.7296,187.6716,160.65286,92.879105,76.847961,31.228619,-87.360954,-103.14461,15.174571,28.536198,88.606941,32.609398,-33.374786,-93.684425,-134.6424,-207.593,-240.6324,-298.424,-278.0439,-338.4915,-388.8369,-401.1685,-380.5345,-486.0005,-468.3733,-424.5884
"cS32_b1_b2_b3_b4_b5_b6",0,0,2.5714,3,2.5714,3,1,1,35.7143,31,1,1,0,0,"Easy",-433.9085,-356.1704,-176.7627,-95.56918,-31.51321,52.30164,120.3991,7.10414,-65.94843,-115.5996,-42.36514,-56.67817,-127.3546,-177.6527,-224.7271,-284.5447,-378.6779,-377.2627,-458.1657,-437.8984,-411.8994,-402.8001,-434.6387,-506.0014,-432.089,-397.4968,-291.5226,-339.6151,-350.2644,-289.6811,-316.9226,-389.4328,-364.1942,-388.7013,-492.69849,-520.88116,-495.0166,-491.67651,-524.51648,-509.75552,-636.54132,-630.10107,-714.99988,-863.22919,-910.41974,-761.34753,-655.5562,-709.4623,-651.7995,-531.2126,-422.5056,-436.3428,-425.0906,-446.8991,-585.4653,-611.1073,-482.6904,-452.1332
"cS32_b1_b2_b3_b4_b5_b6",0.14286,0,2.4762,2,2.4762,2,1,1,37.0952,36,1,0,0,1,"Medium",85.61298,160.5038,188.7659,247.6731,263.9434,215.9745,174.7023,10.6555,-142.4369,63.02753,347.2385,422.0939,414.8992,457.972,503.2594,574.1278,592.0873,578.032,480.4091,405.58,402.8449,456.3372,473.1335,398.5461,311.1031,221.219,212.448,320.8792,332.6046,353.4934,266.6646,175.1338,200.8804,205.5901,102.18301,-15.41331,-43.905598,17.139767,42.878132,31.706503,-104.82466,-131.53363,2.1062891,7.7224464,69.465881,130.85928,150.5952,16.63709,-41.09741,-18.835,-0.4414219,118.3774,186.3442,199.1873,151.4403,97.24034,54.46967,106.128
"cS32_b1_b2_b3_b4_b5_b6",0.125,0,2.875,3,2.875,3,1,1,38.5,41,1,0,1,0,"Hard",-447.9641,-423.253,-246.6428,-100.435,-155.2519,-144.2988,-222.2691,-1.76704,18.63531,162.6546,314.2923,296.8227,365.488,463.3382,510.3178,495.2766,389.8153,235.4222,152.7893,175.4281,125.8525,2.304901,-102.2275,-296.2943,-332.4127,-289.3284,-324.0641,-363.1037,-625.3113,-305.6706,-206.6772,-186.478,-317.9081,-213.3268,-148.93416,-238.68005,-317.39746,-300.58807,-287.21207,-221.24268,-330.47275,-358.47021,-385.66913,-468.73456,-333.90692,-331.49207,-360.8861,-293.8875,-113.2365,6.039472,9.525518,194.0306,251.3123,262.0821,215.9869,29.63502,-108.8132,-228.5949
"cS33_b1_b2_b3_b4_b5_b6",0.043478,0,2.5217,3,2.5217,3,1,1,35.8261,33,1,1,0,0,"Easy",-38.19895,-38.90235,-78.53771,-51.93885,-110.3491,-87.68258,-29.56064,-5.4974,107.429,181.8767,169.0531,152.1172,178.2684,156.0464,154.5018,142.3174,163.5872,175.9064,143.6703,124.8682,66.68892,49.78034,39.06263,77.01205,80.33864,-16.39499,-35.04869,-50.41929,-18.95516,-17.72378,62.12728,39.69424,-2.37938,-76.69703,-28.857981,-45.410812,-145.64635,-110.98586,-146.23793,-76.262535,-3.4431882,-18.25539,-32.852489,-97.098221,-118.36382,-28.829586,-50.94267,-4.302098,20.2081,-52.27887,2.051084,39.7906,-76.91612,-172.2433,-53.20494,-118.8744,-68.16201,-25.74422
"cS33_b1_b2_b3_b4_b5_b6",0.095238,0,2.381,2,2.381,2,1,1,36.7143,37,1,0,0,1,"Medium",-77.15608,-79.67162,-91.64482,-11.63066,-7.881256,-1.523653,26.14867,-3.1161,-8.775569,-46.19403,62.59218,81.51978,-9.165125,-120.7824,-96.87745,-11.51793,38.33723,82.69381,27.92975,-28.36552,11.71749,95.01021,119.0922,37.24629,-21.93531,-38.77816,18.4098,102.2584,91.21384,-25.10304,-72.10875,-127.6468,-70.3017,-49.21566,-45.049438,-108.12697,-72.074348,-29.108738,-42.958244,29.355732,18.412811,-33.90752,-32.898758,-90.854263,-106.47131,-76.600525,-60.42064,-60.71105,-97.75585,-36.13992,-50.98194,-126.9636,-153.7232,-135.1031,-151.6565,-57.54242,34.53625,-16.68337
"cS33_b1_b2_b3_b4_b5_b6",0.3,0,2.5,2.5,2.5,2.5,1,1,31.7,32,1,0,1,0,"Hard",-204.7324,-180.8956,-10.70914,-25.65346,-94.0395,-73.91384,-51.60104,3.89298,-98.35352,-159.8735,-104.735,-56.67022,-117.5407,-50.02006,-2.880898,-62.15889,10.39616,59.22308,107.4682,83.19923,-83.14043,-35.38119,-38.22057,8.134382,52.90879,78.94902,63.16704,-81.71498,-18.02575,31.13583,22.29253,11.71401,-53.75871,17.4014,-28.391827,-83.214035,-111.6368,-12.584005,-18.48251,-100.11356,-56.745544,-278.99609,-172.66794,-205.19943,-110.50056,-16.212744,-129.3052,-37.2087,-120.5525,-142.241,-48.94418,-5.709372,3.223322,-83.83247,-97.85414,-2.695561,-89.22264,-144.3488
"cS34_b1_b2_b3_b4_b5_b6",0,0,2.375,2,2.375,2,1,1,37.2917,37,1,1,0,0,"Easy",-149.5522,-101.7391,-0.4650745,22.15519,-6.817657,21.21373,65.74947,1.13885,-7.67688,-8.06985,-91.0533,-162.732,-256.6211,-334.976,-301.1321,-267.0414,-324.8301,-270.1227,-203.4123,-188.0166,-229.2019,-293.4747,-336.4176,-420.6476,-459.9395,-454.0897,-451.6772,-469.248,-481.4549,-449.6602,-562.5331,-627.4781,-612.6195,-594.9401,-606.94348,-654.21448,-724.42188,-773.72638,-748.97083,-769.0097,-759.89636,-670.38428,-632.37708,-679.62488,-666.34058,-605.42682,-565.3096,-557.0204,-500.6627,-566.4293,-654.9604,-686.3895,-642.15,-692.3257,-707.6465,-644.0958,-577.193,-589.23
"cS34_b1_b2_b3_b4_b5_b6",0.05,0,2.5,2.5,2.5,2.5,1,1,37.2,39,1,0,0,1,"Medium",-213.1444,-131.6204,-95.66061,-91.33108,-96.21577,-54.91149,34.3043,2.22052,-28.54258,58.47248,103.1406,97.92521,77.72392,26.39697,-62.2312,-19.70526,-52.65717,-91.65667,-82.98787,-116.9094,-129.3094,-150.683,-120.6463,-139.3638,-123.8044,-127.4204,-112.4899,-168.2474,-224.6611,-273.6422,-245.1976,-274.8542,-306.66,-262.0897,-201.37955,-192.27103,-230.66879,-314.43311,-308.54276,-313.17355,-373.95532,-460.01593,-533.38354,-517.9212,-536.36035,-544.53448,-509.5307,-505.7729,-503.9736,-486.2398,-533.6968,-530.4246,-479.9944,-499.5977,-526.3984,-456.8103,-426.544,-385.6328
"cS34_b1_b2_b3_b4_b5_b6",0.10526,0,2.3684,2,2.3684,2,1,1,38.8947,38,1,0,1,0,"Hard",-213.5872,-274.1686,-195.6414,-82.06015,-71.20866,-18.58372,24.92034,-1.52664,22.35221,66.4912,144.8535,165.1776,174.5119,201.1455,146.657,166.5859,147.6826,87.36372,35.06434,20.60371,-30.27905,-41.27793,-44.88236,-120.5973,-96.69915,-77.13744,-94.16205,-137.3192,-177.5517,-281.0349,-301.5013,-272.2322,-297.0614,-301.9626,-281.88187,-277.27161,-259.12503,-278.01889,-241.34966,-262.5463,-244.14729,-249.68472,-276.33456,-217.1171,-181.8022,-253.83679,-350.9042,-265.8065,-264.8306,-243.189,-257.8542,-327.2001,-315.4158,-407.7755,-399.92,-356.3017,-280.8384,-286.5712
"cS35_b1_b2_b3_b4_b5_b6",0,0,2.4783,2,2.4783,2,1,1,37.2609,39,1,1,0,0,"Easy",-227.929,-185.8931,-72.94799,-114.7294,-112.3649,-56.94662,23.19282,-1.85676,38.36921,81.49217,28.09786,-137.0156,-251.7347,-245.969,-149.2309,-119.7151,-163.8919,-188.4471,-218.6486,-268.8065,-279.3156,-238.9646,-219.9857,-179.4346,-163.3057,-182.092,-193.8406,-194.7849,-234.746,-284.6143,-337.413,-320.0692,-315.1277,-239.844,-262.86264,-329.95563,-354.23605,-431.33676,-426.76935,-462.81354,-441.91132,-408.9971,-445.72614,-497.76862,-491.03116,-389.6243,-369.2581,-337.6429,-379.5249,-420.0352,-465.7309,-469.5538,-470.6478,-492.6138,-511.0385,-557.7551,-533.694,-534.7462
"cS35_b1_b2_b3_b4_b5_b6",0.045455,0,2.5909,3,2.5909,3,1,1,34.3636,34.5,1,0,0,1,"Medium",-226.7845,-133.1157,-4.734979,26.01029,75.41846,129.5267,137.2106,3.61649,-22.74506,86.50903,267.35,306.032,285.2594,288.8623,328.0928,368.9637,365.7588,242.7653,199.1354,245.1385,337.5715,345.1898,227.5433,123.034,117.4384,177.5988,182.0959,149.1992,104.3661,52.61034,49.22216,16.8959,11.09485,-26.65092,-48.311127,-8.5741386,-9.6166191,-39.634888,-65.361588,-62.470665,-49.692413,-117.02402,-214.48477,-204.5486,-183.54671,-251.11409,-226.2041,-200.3465,-174.1627,-164.0423,-171.8871,-185.8129,-236.5993,-257.1976,-263.8926,-289.8586,-279.9997,-307.5787
